StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,01,02,03,03a,04,04a,05,05a,05b,06,06a,07,08,09,09_10_TEXT,10,10a,11a,11b,11c,coursename,topic,cohort,version,link,prog,link2
2022-03-19 11:55:14,2022-03-19 11:56:44,IP Address,158.143.115.11,100,89,True,2022-03-19 11:56:44,R_p4SMdyHOuIVvnHj,,,,,51.5323028564453125,0.7100982666015625,anonymous,EN-GB,Satisfied,Student,Fairly confident,,Yes,"anything later, Macros for example",Yes,very helpful that tutors were walking around helping with individual problems,No,No,,,,Email from Department Manager,,Yes,,in-person,.,,Excel Bootcamp,Excel,,21-22,,Prod,
2022-03-19 11:55:10,2022-03-19 11:56:48,IP Address,94.119.64.4,100,97,True,2022-03-19 11:56:48,R_22F7SOp5gjlIOSh,,,,,51.5359954833984375,-0.092498779296875,anonymous,EN-GB,Satisfied,Student,Fairly confident,,Yes,Macros,Yes,"Useful tips ",Yes,Yes,Not used in every day life,Went too fast,Ni,"Other, please describe:",Flyerd,Yes,,in-person,Easier to understand and get helped,,Excel Bootcamp,Excel,,21-22,,Prod,
2022-03-19 11:56:05,2022-03-19 11:57:03,IP Address,158.143.119.177,100,57,True,2022-03-19 11:57:03,R_voFDQWOUFPNSGeB,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Satisfied,Student,Fairly confident,,No,,No,,,Yes,"It’s a bit rushed, but overall very helpful.",,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,,,Excel Bootcamp,Excel,,21-22,,Prod,
2022-03-19 11:55:19,2022-03-19 11:57:05,IP Address,46.6.144.73,100,105,True,2022-03-19 11:57:05,R_1NmirhW7fvOHujT,,,,,36.726104736328125,-4.425994873046875,anonymous,EN-GB,Satisfied,Student,Fairly confident,,Yes,Macros and some of the reasoning behind why we were doing some of the things.,No,,,No,,Veey good.,No,"Other, please describe:",Poster on the toilets.,Yes,,in-person,It was like this i think,,Excel Bootcamp,Excel,,21-22,,Prod,
2022-03-19 11:55:12,2022-03-19 11:57:23,IP Address,158.143.211.219,100,131,True,2022-03-19 11:57:23,R_d0cSjbmDK1T7r7X,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,Yes,Task 7 was a little fast for me so I miss several details,Yes,"The session was very well developed, I got several insights.",No,Yes,It should be 2 days,DSL,NA,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,It was in person,,Excel Bootcamp,Excel,,21-22,,Prod,
2022-03-19 11:55:13,2022-03-19 11:57:36,IP Address,158.143.227.77,100,142,True,2022-03-19 11:57:36,R_3LhkdVLGjVmZm5l,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,Yes,prices of laptops task,Yes,The helpers who walked round the room were amazing,Yes,Yes,"Maybe a bit more mention of how it can be done on a Mac, there were moments I couldn't follow",Great!,Thanks so much!,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,Easier to concentrate,,Excel Bootcamp,Excel,,21-22,,Prod,
2022-03-19 11:55:04,2022-03-19 11:58:11,IP Address,158.143.206.187,100,187,True,2022-03-19 11:58:12,R_2Sf6t2oACubZVNv,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,Yes,"The last two tasks, they are difficult.",Yes,All the tutors are really friendly and patient!,Yes,Yes,The pace of this session is a bit fast.,All the tutors are really friendly and patient! They are so willing to help me out.,no,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,I think it is more efficient.,,Excel Bootcamp,Excel,,21-22,,Prod,
2022-03-19 11:55:04,2022-03-19 11:58:23,IP Address,94.119.64.4,100,198,True,2022-03-19 11:58:23,R_1IEJrafTy933cdH,,,,,51.5359954833984375,-0.092498779296875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,Yes,"programming at the end with developer tab (went very quickly over it) ",Yes,"Teacher and students were great, very good support, good coverage of wide range of tasks ",Yes,Yes,"Maybe spend a little less time of Charting and more time on other subjects ","Amazing !!!! Really patient and helpful ","really good initiative, very useful ",Recommended by a friend/colleague,,Yes,,in-person,Much more involved and engaged in in-person event,,Excel Bootcamp,Excel,,21-22,,Prod,
2022-03-19 11:56:45,2022-03-19 11:58:41,IP Address,158.143.228.96,100,115,True,2022-03-19 11:58:41,R_1pxNZIT742ZFrV3,,,,,51.4980926513671875,-0.088592529296875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,Yes,Too quick in some parts,Yes,All skills are practical. Very Useful.,Yes,No,,Excellent. Very helpful.,Thank you.,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,Only have in-person option,,Excel Bootcamp,Excel,,21-22,,Prod,
2022-03-19 11:55:02,2022-03-19 12:03:03,IP Address,82.132.230.162,100,480,True,2022-03-19 12:03:04,R_ZIgTzJTYcScN1sJ,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Satisfied,Student,Fairly confident,,Yes,"The application of pivot table & some parts of the visualization; I can understand them by following the TA’s operation step by step but I still don’t think I’ll be able to do this independently ",Yes,"The trainers and TAs are all super nice, patient and helpful. Thank you very much!
The topics covered are very comprehensive.",Yes,Yes,"I would rather learn less content but going through every topic slower and more in detail;
The screen is a little bit small and hard to see for people sitting in the back. Sometimes we can’t hear very clearly.",Amazing!!! They helped us a lot in explaining concepts that are hard to understand,,Email from Department Manager,,Yes,,in-person,It’s an inperson only event(excel bootcamp),,Excel Bootcamp,Excel,,21-22,,Prod,
2022-03-19 11:56:12,2022-03-19 12:07:56,IP Address,158.143.196.18,100,704,True,2022-03-19 12:07:58,R_1ILREmjiEO8zNsf,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Satisfied,Student,Fairly confident,,Yes,VBA,Yes,"The bootcamp was a very good idea, it was nice having every thing combined in one day! The Excel sheets were also useful.",Yes,Yes,"Maybe have more 'assistants' helping out and not go too fast because it paradoxically slows down the whole process (we have to raise our hand, wait for an 'assistant' to be free etc). The projectors also were of bad quality so it was hard to follow the screen.",Good,,Recommended by a friend/colleague,,Yes,,in-person,,,Excel Bootcamp,Excel,,21-22,,Prod,
2022-03-19 11:49:00,2022-03-19 12:12:09,IP Address,213.205.200.22,100,1388,True,2022-03-19 12:12:10,R_a4w93DNwBU0X5Nn,,,,,51.5128021240234375,-0.0637969970703125,anonymous,EN-GB,Satisfied,Student,Fairly confident,,Yes,"What-If Analysis, Macros",Yes,"Very well organised, taught, and attentive tutors",Yes,Yes,The pace could be a little faster in the beginning and slower as it gets complicated. I felt it was the other way round.,"All of them attentive, great job!",I wish we all clapped the tutors by the end but as no one started I didn’t initiate as well 🙈 Claps for you all and for us attending 👏,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,I didn’t even know there was an online one,,Excel Bootcamp,Excel,,21-22,,Prod,
2022-03-12 11:25:52,2022-03-12 11:26:24,IP Address,88.231.51.213,88,32,False,2022-03-19 12:26:29,R_32VAe9thXzjYjK2,,,,,,,anonymous,EN-GB,Very Satisfied,Staff,Fairly confident,,No,,No,,,No,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,,R Fundamentals 6: Conditionals and Logic ,R,,21-22,https://lsecloud.sharepoint.com/:f:/s/TEAM_APD-DSL-Digital-Skills-Trainers/EsE8R-SkQKVHgGxQR78_Dp8B5dgJGBH0SntwdsbDv8AZaA?e=9JhtJ9,DS,
2022-03-21 04:42:55,2022-03-21 04:43:24,IP Address,158.143.8.252,100,29,True,2022-03-21 04:43:24,R_zfijDjFlQaNTbMd,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,No,,,No,,Very Helpful!,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,,,Excel 4f: What-if Analysis   ,Excel,,21-22,,Prod,
2022-03-21 04:46:33,2022-03-21 04:56:21,IP Address,31.132.5.20,100,588,True,2022-03-21 04:56:21,R_1dK26qBOpS8wYYq,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,No,,,No,,Manuela was very helpful as usual,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,Convenience,Excel 4f: What-if Analysis   ,Excel,,21-22,,Prod,
2022-03-21 05:49:15,2022-03-21 05:50:34,IP Address,158.143.8.254,100,79,True,2022-03-21 05:50:34,R_1r03uLxMUETYip7,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,really relaxed and friendly environment to learn in - super accessible,Yes,No,,very knowledgeable and friendly,,Recommended by a friend/colleague,,Yes,,in-person,I like learning in person and having the software from university computers,,R Fundamentals 1: Numerical Variables ,R,,21-22,https://lsecloud.sharepoint.com/:f:/s/TEAM_APD-DSL-Digital-Skills-Trainers/Emxx38xoB5FPvabJPeYBPrsBG7sNbQ5NANkCTRnPVPKtbg?e=MCYCbp,DS,
2022-03-21 05:54:15,2022-03-21 05:55:12,IP Address,158.143.8.250,100,57,True,2022-03-21 05:55:12,R_2Y5uoCCbcYYO3D5,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,Yes,,Yes,,,No,,"Great, teaches very patiently ",,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,,,R Fundamentals 1: Numerical Variables ,R,,21-22,https://lsecloud.sharepoint.com/:f:/s/TEAM_APD-DSL-Digital-Skills-Trainers/Emxx38xoB5FPvabJPeYBPrsBG7sNbQ5NANkCTRnPVPKtbg?e=MCYCbp,DS,
2022-03-21 07:41:04,2022-03-21 07:44:20,IP Address,158.143.207.20,100,195,True,2022-03-21 07:44:20,R_pyLvkVuWP7APejn,,,,,51.5167999267578125,-0.09759521484375,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,Yes,"not really ",Yes,"the teacher was very helpful and informative. The set tasks were made very well and it was easy to go through as a beginner. ",Yes,Yes,"recordings of the online lessons can be good for better accessibility ","AMAZING ","no ","Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,"I work better live in person, and I think the nature of the course is best suited for in-person learning ",,Python Fundamentals 2: String Variables,Python,,,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EdOUynEvvPlGu-N3wiur6QsBpsFDLBm2EXOhb-P8ix1P6g?e=qGOmlp,,
2022-03-21 07:46:13,2022-03-21 07:55:40,IP Address,158.143.8.161,100,567,True,2022-03-21 07:55:40,R_aYmil23ezktXLah,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Satisfied,Student,Not very confident,,No,,Yes,,,No,,Ximin,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,,,Python Fundamentals 2: String Variables,Python,,,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EdOUynEvvPlGu-N3wiur6QsBpsFDLBm2EXOhb-P8ix1P6g?e=qGOmlp,,
2022-03-21 07:58:03,2022-03-21 07:59:26,IP Address,158.143.21.66,100,82,True,2022-03-21 07:59:27,R_237Ru0sBaPMJt6n,,,,,51.5977020263671875,0.5312957763671875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,No,,,No,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,only in-person class,,Python for Accounting 2,Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/ERYhZGzk5OhOtnDHjprXMxwBpLu3jgWUu9EMtcEK9NArSg?e=xRdoHw,DS,
2022-03-21 10:34:23,2022-03-21 10:34:54,IP Address,158.143.8.160,100,30,True,2022-03-21 10:34:54,R_2zNgPgrLNtawIOm,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,,,No,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,,,"Stata Fundamentals 1 ",Stata,,21-22,,SR,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EeF7nNN47XhNlkuZTNh7LhcBUHk3UTVc9YsnKbt9Gra8_g?e=NexysM
2022-03-21 10:43:27,2022-03-21 10:45:07,IP Address,158.143.8.251,100,100,True,2022-03-21 10:45:08,R_1gwiLQoExWHLQc5,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,Yes,the two hours help better to understand the material,Yes,No,,very helpful,no,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,easier to get help an understand the material,,"Stata Fundamentals 1 ",Stata,,21-22,,SR,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EeF7nNN47XhNlkuZTNh7LhcBUHk3UTVc9YsnKbt9Gra8_g?e=NexysM
2022-03-21 12:14:16,2022-03-21 12:16:47,IP Address,80.44.50.155,100,150,True,2022-03-21 12:16:47,R_0wTzmSGOEorDQBP,,,,,51.4203033447265625,-0.11749267578125,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,Yes,Clear instructions and explanations in the task sheet,No,No,,Clear step by step explanation,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,Only available in-person,,Python for Accounting 2,Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/ERYhZGzk5OhOtnDHjprXMxwBpLu3jgWUu9EMtcEK9NArSg?e=xRdoHw,DS,
2022-03-22 06:57:16,2022-03-22 06:58:41,IP Address,158.143.8.247,100,84,True,2022-03-22 06:58:42,R_1l9vIZbMLg7kUJY,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,No,,,Yes,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,,,"R Fundamentals 1 ",R,,21-22,https://lsecloud.sharepoint.com/:u:/s/TEAM_APD-DSL-Digital-Skills-Trainers/EV64EoPtpIZBnJXUHSDNwxgBC-FuWSYoeXUvAakXMZMOkA,DS,https://lsecloud.sharepoint.com/:u:/s/TEAM_APD-DSL-Digital-Skills-Trainers/EWZcdhA-PNJNoOB3kIHPgT0BycYX9_NHi0bd8dhH9xjmWw
2022-03-22 07:00:26,2022-03-22 07:01:18,IP Address,158.143.8.246,100,52,True,2022-03-22 07:01:20,R_3wtCJv12kkSWkJH,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,No,,,No,,Very nice!,No,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,:ore convenient,,"R Fundamentals 1 ",R,,21-22,https://lsecloud.sharepoint.com/:u:/s/TEAM_APD-DSL-Digital-Skills-Trainers/EV64EoPtpIZBnJXUHSDNwxgBC-FuWSYoeXUvAakXMZMOkA,DS,https://lsecloud.sharepoint.com/:u:/s/TEAM_APD-DSL-Digital-Skills-Trainers/EWZcdhA-PNJNoOB3kIHPgT0BycYX9_NHi0bd8dhH9xjmWw
2022-03-15 06:48:46,2022-03-15 07:03:05,IP Address,158.143.8.252,88,859,False,2022-03-22 07:03:26,R_3oAdgC7pZKYwVNN,,,,,,,anonymous,EN-GB,Satisfied,Student,Fairly confident,,Yes,"Indexing ",No,,,No,,"nice ",,Recommended by a friend/colleague,,Yes,,in-person,"cant learn online ",,"R Fundamentals 1 ",R,,21-22,https://lsecloud.sharepoint.com/:u:/s/TEAM_APD-DSL-Digital-Skills-Trainers/EV64EoPtpIZBnJXUHSDNwxgBC-FuWSYoeXUvAakXMZMOkA,DS,https://lsecloud.sharepoint.com/:u:/s/TEAM_APD-DSL-Digital-Skills-Trainers/EWZcdhA-PNJNoOB3kIHPgT0BycYX9_NHi0bd8dhH9xjmWw
2022-03-22 08:37:05,2022-03-22 08:41:48,IP Address,31.132.5.20,100,283,True,2022-03-22 08:41:50,R_u84SIw6fLIU0Lmx,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,Yes,"Using the @ symbol within the the function ",Yes,Not too many tasks so we could easily go through them at the end.,No,No,,Jack Downes was very helpful and professional and I greatly appreciate it,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,Convenience,Excel 5: Complex Calculations   ,Excel,,21-22,,Prod,
2022-03-22 08:45:31,2022-03-22 08:46:10,IP Address,158.143.8.253,100,39,True,2022-03-22 08:46:11,R_2pRAPtftrdyk1CO,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,No,,,No,,Very helpful and encouraging,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,,,Excel 5: Complex Calculations   ,Excel,,21-22,,Prod,
2022-03-22 08:46:07,2022-03-22 08:47:10,IP Address,158.143.8.165,100,62,True,2022-03-22 08:47:10,R_1E4IZukj8i6xAq5,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,Yes,Trainers are great as always,No,No,,Great,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,Always more practical and more tailored tips from instructors,,Excel 5: Complex Calculations   ,Excel,,21-22,,Prod,
2022-03-15 08:52:25,2022-03-15 08:53:43,IP Address,158.143.120.15,88,78,False,2022-03-22 08:53:45,R_xi0qyTVKRwmZ8LT,,,,,,,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,No,,,No,,good!,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,,"Python Fundamentals 8: Conditionals ",Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EYlaqJGUlYJDpFrkTX-42tsBe3CyO-oNTI6UtetNmiTf4w?e=N1cRpu,DS,
2022-03-22 08:55:00,2022-03-22 08:55:30,IP Address,158.143.8.248,100,29,True,2022-03-22 08:55:30,R_2vjMROEZiEc8VxE,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,Yes,,,No,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,,,Excel 5: Complex Calculations   ,Excel,,21-22,,Prod,
2022-03-22 08:55:58,2022-03-22 08:57:07,IP Address,158.143.8.246,100,68,True,2022-03-22 08:57:07,R_SCOkBwiH3j6brWh,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,Yes,Nested functions but I skiped Excel 3 and 4 so well that's on me,No,,,No,,Amazing as always,Nop,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,Always better to ask for help,,Excel 5: Complex Calculations   ,Excel,,21-22,,Prod,
2022-03-22 11:29:25,2022-03-22 11:30:20,IP Address,158.143.125.48,100,54,True,2022-03-22 11:30:20,R_aW5Wb6JTNQOQLAZ,,,,,52.2241973876953125,0.131500244140625,anonymous,EN-GB,Satisfied,Student,Fairly confident,,No,,No,,,No,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,only option for the Google DSC classes,,"Python Fundamentals 9: Writing functions ",Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/Ed9RjYzPFtVBp-HM6g7-JQwBcbDp5xmO_yrmfZ73q6Jm1w?e=8lK1H4,DS,
2022-03-22 11:57:19,2022-03-22 11:57:48,IP Address,158.143.8.246,100,29,True,2022-03-22 11:57:50,R_s4JpQzEFgditOU1,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,Yes,,Yes,,,No,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,,,"Python Fundamentals 9: Writing functions ",Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/Ed9RjYzPFtVBp-HM6g7-JQwBcbDp5xmO_yrmfZ73q6Jm1w?e=8lK1H4,DS,
2022-03-22 14:05:20,2022-03-22 14:08:25,IP Address,109.175.167.3,100,185,True,2022-03-22 14:08:27,R_1P1MujiYsYPJnxp,,,,,51.60040283203125,-0.1168060302734375,anonymous,EN-GB,Satisfied,Student,Fairly confident,,No,,No,,,No,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,only option for Google DSC classes,,"Working with Tabular Data 1: NumPy Arrays ",Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/Ebpkv5ejC0ZIvSHbit_lmuMBzyASN0425ecTUPOwdmZv3A?e=t6NanV,DS,
2022-03-22 14:25:23,2022-03-22 14:26:07,IP Address,109.175.167.3,100,43,True,2022-03-22 14:26:09,R_1IhHsRDPPci1Y0R,,,,,51.60040283203125,-0.1168060302734375,anonymous,EN-GB,Satisfied,Student,Fairly confident,,No,,No,,,No,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,only option for the Google DSC sessions,,"Working with Tabular Data 2: NumPy 2D Arrays ",Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/ESnykaJSXodKqlcByw2XqmQBJhaiA8trdM6aE7T8LQqfVg?e=fyB4wJ,DS,
2022-03-23 04:47:14,2022-03-23 04:47:41,IP Address,158.143.8.253,100,26,True,2022-03-23 04:47:42,R_8iSYasMzKfe6jKN,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,No,,,No,,Very helpful,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,,,Excel 6: Using Macros   ,Excel,,21-22,,Prod,
2022-03-23 04:57:31,2022-03-23 04:58:08,IP Address,158.143.8.160,100,37,True,2022-03-23 04:58:08,R_2ctujVRBdC8cbVS,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,No,,,No,,Friendly and helpful,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,,,Excel 6: Using Macros   ,Excel,,21-22,,Prod,
2022-03-23 04:50:17,2022-03-23 04:58:15,IP Address,158.143.8.165,100,477,True,2022-03-23 04:58:15,R_1mwLU9BxXObXQmG,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,Yes,MACROS,No,,,No,,Very helpful,No,Recommended by a friend/colleague,,Yes,,in-person,I prefer being physically present with tutors,,Excel 6: Using Macros   ,Excel,,21-22,,Prod,
2022-03-23 05:02:32,2022-03-23 05:04:29,IP Address,37.203.166.99,100,116,True,2022-03-23 05:04:30,R_3ReVwz6lVidEGRk,,,,,51.5359954833984375,-0.092498779296875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,No,,,No,,GOod,More sessions on this topic would be nice,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,Because I was in a hurry today and couldn't make it on campus,Excel 6: Using MacrosÂ Â Â ,Excel,,21-22,,Prod,
2022-03-23 05:37:56,2022-03-23 05:40:25,IP Address,128.86.177.225,100,149,True,2022-03-23 05:40:27,R_1NEOezZkNJQEkWy,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Dissatisfied,Student,Not very confident,,Yes,,No,,,Yes,The teacher was in noisy place where her voice was hardly audible. Please lead the course from an appropriate place. The class also started late.,The teacher was in noisy place where her voice was hardly audible.,,"Digital Skills Lab: mailing list, previous session, website",,No,,online,,online was the only available option,Data Cleaning in Stata 2: Missing values ,Stata,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EbP7MjlblAtNpU7fJO2cYI8BOIeKXgRWkXIbJCIJqeEXUg?e=xUm3vR,SR,
2022-03-23 06:00:27,2022-03-23 06:01:56,IP Address,158.143.8.165,100,89,True,2022-03-23 06:01:56,R_22QhWsjzhq3NWrO,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,Yes,"very clear instructions and easy to understand ",No,No,,very helpful and insightful,no,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,"better experience ",,SPSS 3: Introduction to inferential statistics,SPSS,,21-22,,SR,
2022-03-23 06:00:20,2022-03-23 06:01:56,IP Address,158.143.8.252,100,96,True,2022-03-23 06:01:57,R_2WwFQWhBcBmhbAn,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,Easy explanation and concise software,Yes,No,,Confident and knowledgeable,no,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,Better understanding,,SPSS 3: Introduction to inferential statistics,SPSS,,21-22,,SR,
2022-03-16 08:00:09,2022-03-16 08:02:07,IP Address,158.143.8.250,88,117,False,2022-03-23 08:02:09,R_1C44MtO3HK9xgU4,,,,,,,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,Yes,Sarah is such a star! Love her,Yes,No,,Super,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,it is better to get help from the teacher,,"Python Fundamentals 3: Converting ",Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EU7PJgdx3GlOoFT0MPWkbO0BYs69mNAe0oGvaDaDtqrgUA?e=wFFXkO,DS,
2022-03-16 10:02:09,2022-03-16 10:03:40,IP Address,158.143.254.54,88,91,False,2022-03-23 10:03:45,R_2vYfHnvMOnhYWMF,,,,,,,anonymous,EN-GB,Satisfied,Student,Not very confident,,Yes,"the type conversion exercise and adding punctuation (spaces, commas) to sentences",Yes,very kind facilitator!,Yes,No,,very kind!,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,,,"R Fundamentals 3: Strings, Factors, and Type Conversion ",R,,21-22,https://lsecloud.sharepoint.com/:f:/s/TEAM_APD-DSL-Digital-Skills-Trainers/ElrN79ulZINElxjPz6Tx4VMBo1NWK7TEaket80nhJMPUwg?e=EjSyVn,DS,
2022-03-23 11:33:01,2022-03-23 11:34:22,IP Address,109.175.167.0,100,81,True,2022-03-23 11:34:22,R_2TBkXmELypxAJL7,,,,,51.60040283203125,-0.1168060302734375,anonymous,EN-GB,Satisfied,Student,Fairly confident,,No,,Yes,Helpful and guided,Yes,No,,"Lovely, very helpful and explained well",nope,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,Convenience and easy to ask for help,PowerPoint 1: Designing Slides   ,PowerPoint,,21-22,,Prod,
2022-03-23 11:36:11,2022-03-23 11:37:10,IP Address,158.143.8.160,100,58,True,2022-03-23 11:37:10,R_p3EKMmtbBJB9jFf,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,Yes,Trainers were great as always!,No,No,,Both great!,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,always better and more tailored feeback.,,PowerPoint 1: Designing Slides   ,PowerPoint,,21-22,,Prod,
2022-03-23 11:36:50,2022-03-23 11:37:38,IP Address,158.143.8.252,100,47,True,2022-03-23 11:37:38,R_3DuugFJK6dJZ7F2,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,No,,,No,,Helpful,n/a,Recommended by a friend/colleague,,Yes,,in-person,It is easier to work in-person,,PowerPoint 1: Designing Slides   ,PowerPoint,,21-22,,Prod,
