 country 	 continent 	 subject 	1952	1957	1962	1967	1972	1977	1982	1987	1992	1997	2002	2007
 Togo 	 Africa 	 Life expectancy 	38.6	41.21	43.92	46.77	49.76	52.89	55.47	56.94	58.06	58.39	57.56	58.42
 Togo 	 Africa 	 Population 	"1,219,113.00"	"1,357,445.00"	"1,528,098.00"	"1,735,550.00"	"2,056,351.00"	"2,308,582.00"	"2,644,765.00"	"3,154,264.00"	"3,747,553.00"	"4,320,890.00"	"4,977,378.00"	"5,701,579.00"
 Trinidad and Tobago 	 Americas 	" Gross domestic product per capita, constant prices "	"3,023.27"	"4,100.39"	"4,997.52"	"5,621.37"	"6,619.55"	"7,899.55"	"9,119.53"	"7,388.60"	"7,370.99"	"8,792.57"	"11,460.60"	"18,008.51"
 Trinidad and Tobago 	 Americas 	 Life expectancy 	59.1	61.8	64.9	65.4	65.9	68.3	68.83	69.58	69.86	69.47	68.98	69.82
 Trinidad and Tobago 	 Americas 	 Population 	"662,850.00"	"764,900.00"	"887,498.00"	"960,155.00"	"975,199.00"	"1,039,009.00"	"1,116,479.00"	"1,191,336.00"	"1,183,669.00"	"1,138,101.00"	"1,101,832.00"	"1,056,608.00"
 Tunisia 	 Africa 	" Gross domestic product per capita, constant prices "	"1,468.48"	"1,395.23"	"1,660.30"	"1,932.36"	"2,753.29"	"3,120.88"	"3,560.23"	"3,810.42"	"4,332.72"	"4,876.80"	"5,722.90"	"7,092.92"
 Tunisia 	 Africa 	 Life expectancy 	44.6	47.1	49.58	52.05	55.6	59.84	64.05	66.89	70	71.97	73.04	73.92
 Tunisia 	 Africa 	 Population 	"3,647,735.00"	"3,950,849.00"	"4,286,552.00"	"4,786,986.00"	"5,303,507.00"	"6,005,061.00"	"6,734,098.00"	"7,724,976.00"	"8,523,077.00"	"9,231,669.00"	"9,770,575.00"	"10,276,158.00"
 Turkey 	 Europe 	" Gross domestic product per capita, constant prices "	"1,969.10"	"2,218.75"	"2,322.87"	"2,826.36"	"3,450.70"	"4,269.12"	"4,241.36"	"5,089.04"	"5,678.35"	"6,601.43"	"6,508.09"	"8,458.28"
 Turkey 	 Europe 	 Life expectancy 	43.59	48.08	52.1	54.34	57.01	59.51	61.04	63.11	66.15	68.84	70.85	71.78
 Turkey 	 Europe 	 Population 	"22,235,677.00"	"25,670,939.00"	"29,788,695.00"	"33,411,317.00"	"37,492,953.00"	"42,404,033.00"	"47,328,791.00"	"52,881,328.00"	"58,179,144.00"	"63,047,647.00"	"67,308,928.00"	"71,158,647.00"
 Uganda 	 Africa 	" Gross domestic product per capita, constant prices "	734.75	774.37	767.27	908.92	950.74	843.73	682.27	617.72	644.17	816.56	927.72	"1,056.38"
 Uganda 	 Africa 	 Life expectancy 	39.98	42.57	45.34	48.05	51.02	50.35	49.85	51.51	48.83	44.58	47.81	51.54
 Uganda 	 Africa 	 Population 	"5,824,797.00"	"6,675,501.00"	"7,688,797.00"	"8,900,294.00"	"10,190,285.00"	"11,457,758.00"	"12,939,400.00"	"15,283,050.00"	"18,252,190.00"	"21,210,254.00"	"24,739,869.00"	"29,170,398.00"
 United Kingdom 	 Europe 	" Gross domestic product per capita, constant prices "	"9,979.51"	"11,283.18"	"12,477.18"	"14,142.85"	"15,895.12"	"17,428.75"	"18,232.42"	"21,664.79"	"22,705.09"	"26,074.53"	"29,479.00"	"33,203.26"
 United Kingdom 	 Europe 	 Life expectancy 	69.18	70.42	70.76	71.36	72.01	72.76	74.04	75.01	76.42	77.22	78.47	79.43
 United Kingdom 	 Europe 	 Population 	"50,430,000.00"	"51,430,000.00"	"53,292,000.00"	"54,959,000.00"	"56,079,000.00"	"56,179,000.00"	"56,339,704.00"	"56,981,620.00"	"57,866,349.00"	"58,808,266.00"	"59,912,431.00"	"60,776,238.00"
 United States 	 Americas 	" Gross domestic product per capita, constant prices "	"13,990.48"	"14,847.13"	"16,173.15"	"19,530.37"	"21,806.04"	"24,072.63"	"25,009.56"	"29,884.35"	"32,003.93"	"35,767.43"	"39,097.10"	"42,951.65"
 United States 	 Americas 	 Life expectancy 	68.44	69.49	70.21	70.76	71.34	73.38	74.65	75.02	76.09	76.81	77.31	78.24
 United States 	 Americas 	 Population 	"157,553,000.00"	"171,984,000.00"	"186,538,000.00"	"198,712,000.00"	"209,896,000.00"	"220,239,000.00"	"232,187,835.00"	"242,803,533.00"	"256,894,189.00"	"272,911,760.00"	"287,675,526.00"	"301,139,947.00"
 Uruguay 	 Americas 	" Gross domestic product per capita, constant prices "	"5,716.77"	"6,150.77"	"5,603.36"	"5,444.62"	"5,703.41"	"6,504.34"	"6,920.22"	"7,452.40"	"8,137.00"	"9,230.24"	"7,727.00"	"10,611.46"
 Uruguay 	 Americas 	 Life expectancy 	66.07	67.04	68.25	68.47	68.67	69.48	70.81	71.92	72.75	74.22	75.31	76.38
 Uruguay 	 Americas 	 Population 	"2,252,965.00"	"2,424,959.00"	"2,598,466.00"	"2,748,579.00"	"2,829,526.00"	"2,873,520.00"	"2,953,997.00"	"3,045,153.00"	"3,149,262.00"	"3,262,838.00"	"3,363,085.00"	"3,447,496.00"
 Venezuela 	 Americas 	" Gross domestic product per capita, constant prices "	"7,689.80"	"9,802.47"	"8,422.97"	"9,541.47"	"10,505.26"	"13,143.95"	"11,152.41"	"9,883.58"	"10,733.93"	"10,165.50"	"8,605.05"	"11,415.81"
 Venezuela 	 Americas 	 Life expectancy 	55.09	57.91	60.77	63.48	65.71	67.46	68.56	70.19	71.15	72.15	72.77	73.75
 Venezuela 	 Americas 	 Population 	"5,439,568.00"	"6,702,668.00"	"8,143,375.00"	"9,709,552.00"	"11,515,649.00"	"13,503,563.00"	"15,620,766.00"	"17,910,182.00"	"20,265,563.00"	"22,374,398.00"	"24,287,670.00"	"26,084,662.00"
 Vietnam 	 Asia 	" Gross domestic product per capita, constant prices "	605.07	676.29	772.05	637.12	699.5	713.54	707.24	820.8	989.02	"1,385.90"	"1,764.46"	"2,441.58"
 Vietnam 	 Asia 	 Life expectancy 	40.41	42.89	45.36	47.84	50.25	55.76	58.82	62.82	67.66	70.67	73.02	74.25
 Vietnam 	 Asia 	 Population 	"26,246,839.00"	"28,998,543.00"	"33,796,140.00"	"39,463,910.00"	"44,655,014.00"	"50,533,506.00"	"56,142,181.00"	"62,826,491.00"	"69,940,728.00"	"76,048,996.00"	"80,908,147.00"	"85,262,356.00"
 West Bank and Gaza 	 Asia 	" Gross domestic product per capita, constant prices "	"1,515.59"	"1,827.07"	"2,198.96"	"2,649.72"	"3,133.41"	"3,682.83"	"4,336.03"	"5,107.20"	"6,017.65"	"7,110.67"	"4,515.49"	"3,025.35"
 West Bank and Gaza 	 Asia 	 Life expectancy 	43.16	45.67	48.13	51.63	56.53	60.77	64.41	67.05	69.72	71.1	72.37	73.42
 West Bank and Gaza 	 Asia 	 Population 	"1,030,585.00"	"1,070,439.00"	"1,133,134.00"	"1,142,636.00"	"1,089,572.00"	"1,261,091.00"	"1,425,876.00"	"1,691,210.00"	"2,104,779.00"	"2,826,046.00"	"3,389,578.00"	"4,018,332.00"
" Yemen, Rep. "	 Asia 	" Gross domestic product per capita, constant prices "	781.72	804.83	825.62	862.44	"1,265.05"	"1,829.77"	"1,977.56"	"1,971.74"	"1,879.50"	"2,117.48"	"2,234.82"	"2,280.77"
" Yemen, Rep. "	 Asia 	 Life expectancy 	32.55	33.97	35.18	36.98	39.85	44.18	49.11	52.92	55.6	58.02	60.31	62.7
" Yemen, Rep. "	 Asia 	 Population 	"4,963,829.00"	"5,498,090.00"	"6,120,081.00"	"6,740,785.00"	"7,407,075.00"	"8,403,990.00"	"9,657,618.00"	"11,219,340.00"	"13,367,997.00"	"15,826,497.00"	"18,701,257.00"	"22,211,743.00"
 Zambia 	 Africa 	" Gross domestic product per capita, constant prices "	"1,147.39"	"1,311.96"	"1,452.73"	"1,777.08"	"1,773.50"	"1,588.69"	"1,408.68"	"1,213.32"	"1,210.88"	"1,071.35"	"1,071.61"	"1,271.21"
 Zambia 	 Africa 	 Life expectancy 	42.04	44.08	46.02	47.77	50.11	51.39	51.82	50.82	46.1	40.24	39.19	42.38
 Zambia 	 Africa 	 Population 	"2,672,000.00"	"3,016,000.00"	"3,421,000.00"	"3,900,000.00"	"4,506,497.00"	"5,216,550.00"	"6,100,407.00"	"7,272,406.00"	"8,381,163.00"	"9,417,789.00"	"10,595,811.00"	"11,746,035.00"
 Zimbabwe 	 Africa 	" Gross domestic product per capita, constant prices "	406.88	518.76	527.27	569.8	799.36	685.59	788.86	706.16	693.42	792.45	672.04	469.71
 Zimbabwe 	 Africa 	 Life expectancy 	48.45	50.47	52.36	54	55.64	57.67	60.36	62.35	60.38	46.81	39.99	43.49
 Zimbabwe 	 Africa 	 Population 	"3,080,907.00"	"3,646,340.00"	"4,277,736.00"	"4,995,432.00"	"5,861,135.00"	"6,642,107.00"	"7,636,524.00"	"9,216,418.00"	"10,704,340.00"	"11,404,948.00"	"11,926,563.00"	"12,311,143.00"
